Vessel,Task,Wharf,Time
V19,Waiting,PB1,05:30-05:35
V19,Waiting,PB1,05:35-05:40
V19,Waiting,PB1,05:40-05:45
V16,2,PB1,06:30-06:35
V16,2,PB1,06:35-06:40
V16,2,PB1,06:40-06:45
V15,2,PB1,06:50-06:55
V15,2,PB1,06:55-07:00
V15,2,PB1,07:00-07:05
V12,2,PB1,07:10-07:15
V12,2,PB1,07:15-07:20
V12,2,PB1,07:20-07:25
V17,2,PB1,07:30-07:35
V17,2,PB1,07:35-07:40
V17,2,PB1,07:40-07:45
V14,2,PB1,07:50-07:55
V14,2,PB1,07:55-08:00
V14,2,PB1,08:00-08:05
V13,2,PB1,08:10-08:15
V13,2,PB1,08:15-08:20
V13,2,PB1,08:20-08:25
V16,2,PB1,08:30-08:35
V16,2,PB1,08:35-08:40
V16,2,PB1,08:40-08:45
V15,2,PB1,08:50-08:55
V15,2,PB1,08:55-09:00
V15,2,PB1,09:00-09:05
V12,2,PB1,09:10-09:15
V12,2,PB1,09:15-09:20
V12,2,PB1,09:20-09:25
V17,2,PB1,09:40-09:45
V17,2,PB1,09:45-09:50
V17,2,PB1,09:50-09:55
V15,2,PB1,10:10-10:15
V15,2,PB1,10:15-10:20
V15,2,PB1,10:20-10:25
